Date,SKU Code,Quantity Sold,Category,Cost per Unit,Selling Price,Revenue
2026-02-10 16:33:11.184966,SKU3,10,Home,25.23,33.0,330.0
2026-02-11 16:33:11.184966,SKU3,3,Home,25.23,33.0,99.0
2026-02-12 16:33:11.184966,SKU3,4,Home,25.23,33.0,132.0
2026-02-13 16:33:11.184966,SKU3,8,Home,25.23,33.0,264.0
2026-02-14 16:33:11.184966,SKU3,6,Home,25.23,33.0,198.0
2026-02-15 16:33:11.184966,SKU3,3,Home,25.23,33.0,99.0
2026-02-16 16:33:11.184966,SKU3,5,Home,25.23,33.0,165.0
2026-02-17 16:33:11.184966,SKU3,6,Home,25.23,33.0,198.0
2026-02-18 16:33:11.184966,SKU3,2,Home,25.23,33.0,66.0
2026-02-19 16:33:11.184966,SKU3,6,Home,25.23,33.0,198.0
2026-02-20 16:33:11.184966,SKU3,4,Home,25.23,33.0,132.0
2026-02-21 16:33:11.184966,SKU3,4,Home,25.23,33.0,132.0
2026-02-22 16:33:11.184966,SKU3,2,Home,25.23,33.0,66.0
2026-02-23 16:33:11.184966,SKU3,5,Home,25.23,33.0,165.0
2026-02-24 16:33:11.184966,SKU3,3,Home,25.23,33.0,99.0
2026-02-25 16:33:11.184966,SKU3,4,Home,25.23,33.0,132.0
2026-02-26 16:33:11.184966,SKU3,6,Home,25.23,33.0,198.0
2026-02-27 16:33:11.184966,SKU3,6,Home,25.23,33.0,198.0
2026-02-28 16:33:11.184966,SKU3,5,Home,25.23,33.0,165.0
2026-03-01 16:33:11.184966,SKU3,7,Home,25.23,33.0,231.0
2026-03-02 16:33:11.184966,SKU3,2,Home,25.23,33.0,66.0
2026-03-03 16:33:11.184966,SKU3,6,Home,25.23,33.0,198.0
2026-03-04 16:33:11.184966,SKU3,5,Home,25.23,33.0,165.0
2026-03-05 16:33:11.184966,SKU3,5,Home,25.23,33.0,165.0
2026-03-06 16:33:11.184966,SKU3,3,Home,25.23,33.0,99.0
2026-03-07 16:33:11.184966,SKU3,7,Home,25.23,33.0,231.0
2026-03-08 16:33:11.184966,SKU3,4,Home,25.23,33.0,132.0
2026-03-09 16:33:11.184966,SKU3,9,Home,25.23,33.0,297.0
2026-02-08 16:33:11.184966,SKU4,7,Beauty,9.29,69.56,486.92
2026-02-09 16:33:11.184966,SKU4,8,Beauty,9.29,69.56,556.48
2026-02-10 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-02-11 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-02-12 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-02-13 16:33:11.184966,SKU4,3,Beauty,9.29,69.56,208.68
2026-02-14 16:33:11.184966,SKU4,6,Beauty,9.29,69.56,417.36
2026-02-15 16:33:11.184966,SKU4,3,Beauty,9.29,69.56,208.68
2026-02-16 16:33:11.184966,SKU4,5,Beauty,9.29,69.56,347.8
2026-02-17 16:33:11.184966,SKU4,6,Beauty,9.29,69.56,417.36
2026-02-18 16:33:11.184966,SKU4,5,Beauty,9.29,69.56,347.8
2026-02-19 16:33:11.184966,SKU4,5,Beauty,9.29,69.56,347.8
2026-02-20 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-02-21 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-02-22 16:33:11.184966,SKU4,3,Beauty,9.29,69.56,208.68
2026-02-23 16:33:11.184966,SKU4,13,Beauty,9.29,69.56,904.28
2026-02-24 16:33:11.184966,SKU4,8,Beauty,9.29,69.56,556.48
2026-02-25 16:33:11.184966,SKU4,5,Beauty,9.29,69.56,347.8
2026-02-26 16:33:11.184966,SKU4,7,Beauty,9.29,69.56,486.92
2026-02-27 16:33:11.184966,SKU4,3,Beauty,9.29,69.56,208.68
2026-02-28 16:33:11.184966,SKU4,2,Beauty,9.29,69.56,139.12
2026-03-01 16:33:11.184966,SKU4,7,Beauty,9.29,69.56,486.92
2026-03-02 16:33:11.184966,SKU4,6,Beauty,9.29,69.56,417.36
2026-03-03 16:33:11.184966,SKU4,2,Beauty,9.29,69.56,139.12
2026-03-04 16:33:11.184966,SKU4,8,Beauty,9.29,69.56,556.48
2026-03-05 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-03-06 16:33:11.184966,SKU4,7,Beauty,9.29,69.56,486.92
2026-03-07 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-03-08 16:33:11.184966,SKU4,4,Beauty,9.29,69.56,278.24
2026-03-09 16:33:11.184966,SKU4,6,Beauty,9.29,69.56,417.36
2026-02-08 16:33:11.184966,SKU5,3,Beauty,21.69,86.54,259.62
2026-02-09 16:33:11.184966,SKU5,8,Beauty,21.69,86.54,692.32
2026-02-10 16:33:11.184966,SKU5,7,Beauty,21.69,86.54,605.7800000000001
2026-02-11 16:33:11.184966,SKU5,6,Beauty,21.69,86.54,519.24
2026-02-12 16:33:11.184966,SKU5,6,Beauty,21.69,86.54,519.24
2026-02-13 16:33:11.184966,SKU5,5,Beauty,21.69,86.54,432.70000000000005
2026-02-14 16:33:11.184966,SKU5,6,Beauty,21.69,86.54,519.24
2026-02-15 16:33:11.184966,SKU5,6,Beauty,21.69,86.54,519.24
2026-02-16 16:33:11.184966,SKU5,9,Beauty,21.69,86.54,778.86
2026-02-17 16:33:11.184966,SKU5,3,Beauty,21.69,86.54,259.62
2026-02-18 16:33:11.184966,SKU5,3,Beauty,21.69,86.54,259.62
2026-02-19 16:33:11.184966,SKU5,4,Beauty,21.69,86.54,346.16
2026-02-20 16:33:11.184966,SKU5,4,Beauty,21.69,86.54,346.16
2026-02-21 16:33:11.184966,SKU5,3,Beauty,21.69,86.54,259.62
2026-02-22 16:33:11.184966,SKU5,4,Beauty,21.69,86.54,346.16
2026-02-23 16:33:11.184966,SKU5,8,Beauty,21.69,86.54,692.32
2026-02-24 16:33:11.184966,SKU5,1,Beauty,21.69,86.54,86.54
2026-02-25 16:33:11.184966,SKU5,8,Beauty,21.69,86.54,692.32
2026-02-26 16:33:11.184966,SKU5,5,Beauty,21.69,86.54,432.70000000000005
2026-02-27 16:33:11.184966,SKU5,9,Beauty,21.69,86.54,778.86
2026-02-28 16:33:11.184966,SKU5,4,Beauty,21.69,86.54,346.16
2026-03-01 16:33:11.184966,SKU5,5,Beauty,21.69,86.54,432.70000000000005
2026-03-02 16:33:11.184966,SKU5,5,Beauty,21.69,86.54,432.70000000000005
2026-03-03 16:33:11.184966,SKU5,4,Beauty,21.69,86.54,346.16
2026-03-04 16:33:11.184966,SKU5,3,Beauty,21.69,86.54,259.62
2026-03-05 16:33:11.184966,SKU5,5,Beauty,21.69,86.54,432.70000000000005
2026-03-06 16:33:11.184966,SKU5,2,Beauty,21.69,86.54,173.08
2026-03-07 16:33:11.184966,SKU5,1,Beauty,21.69,86.54,86.54
2026-03-08 16:33:11.184966,SKU5,4,Beauty,21.69,86.54,346.16
2026-03-09 16:33:11.184966,SKU5,6,Beauty,21.69,86.54,519.24
2026-02-08 16:33:11.184966,SKU6,4,Clothing,35.1,35.14,140.56
2026-02-09 16:33:11.184966,SKU6,7,Clothing,35.1,35.14,245.98000000000002
2026-02-10 16:33:11.184966,SKU6,5,Clothing,35.1,35.14,175.7
2026-02-11 16:33:11.184966,SKU6,6,Clothing,35.1,35.14,210.84
2026-02-12 16:33:11.184966,SKU6,6,Clothing,35.1,35.14,210.84
2026-02-13 16:33:11.184966,SKU6,3,Clothing,35.1,35.14,105.42
2026-02-14 16:33:11.184966,SKU6,6,Clothing,35.1,35.14,210.84
2026-02-15 16:33:11.184966,SKU6,4,Clothing,35.1,35.14,140.56
2026-02-16 16:33:11.184966,SKU6,5,Clothing,35.1,35.14,175.7
2026-02-17 16:33:11.184966,SKU6,4,Clothing,35.1,35.14,140.56
2026-02-18 16:33:11.184966,SKU6,2,Clothing,35.1,35.14,70.28
2026-02-19 16:33:11.184966,SKU6,7,Clothing,35.1,35.14,245.98000000000002
2026-02-20 16:33:11.184966,SKU6,6,Clothing,35.1,35.14,210.84
2026-02-21 16:33:11.184966,SKU6,11,Clothing,35.1,35.14,386.54
2026-02-22 16:33:11.184966,SKU6,10,Clothing,35.1,35.14,351.4
2026-02-23 16:33:11.184966,SKU6,2,Clothing,35.1,35.14,70.28
2026-02-24 16:33:11.184966,SKU6,8,Clothing,35.1,35.14,281.12
2026-02-25 16:33:11.184966,SKU6,2,Clothing,35.1,35.14,70.28
2026-02-26 16:33:11.184966,SKU6,3,Clothing,35.1,35.14,105.42
2026-02-27 16:33:11.184966,SKU6,5,Clothing,35.1,35.14,175.7
2026-02-28 16:33:11.184966,SKU6,7,Clothing,35.1,35.14,245.98000000000002
2026-03-01 16:33:11.184966,SKU6,3,Clothing,35.1,35.14,105.42
2026-03-02 16:33:11.184966,SKU6,5,Clothing,35.1,35.14,175.7
2026-03-03 16:33:11.184966,SKU6,6,Clothing,35.1,35.14,210.84
2026-03-04 16:33:11.184966,SKU6,6,Clothing,35.1,35.14,210.84
2026-03-05 16:33:11.184966,SKU6,2,Clothing,35.1,35.14,70.28
2026-03-06 16:33:11.184966,SKU6,1,Clothing,35.1,35.14,35.14
2026-03-07 16:33:11.184966,SKU6,4,Clothing,35.1,35.14,140.56
2026-03-08 16:33:11.184966,SKU6,1,Clothing,35.1,35.14,35.14
2026-03-09 16:33:11.184966,SKU6,4,Clothing,35.1,35.14,140.56
2026-02-08 16:33:11.184966,SKU7,3,Home,34.97,29.25,87.75
2026-02-09 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-02-10 16:33:11.184966,SKU7,7,Home,34.97,29.25,204.75
2026-02-11 16:33:11.184966,SKU7,7,Home,34.97,29.25,204.75
2026-02-12 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-02-13 16:33:11.184966,SKU7,5,Home,34.97,29.25,146.25
2026-02-14 16:33:11.184966,SKU7,7,Home,34.97,29.25,204.75
2026-02-15 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-02-16 16:33:11.184966,SKU7,8,Home,34.97,29.25,234.0
2026-02-17 16:33:11.184966,SKU7,2,Home,34.97,29.25,58.5
2026-02-18 16:33:11.184966,SKU7,5,Home,34.97,29.25,146.25
2026-02-19 16:33:11.184966,SKU7,7,Home,34.97,29.25,204.75
2026-02-20 16:33:11.184966,SKU7,6,Home,34.97,29.25,175.5
2026-02-21 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-02-22 16:33:11.184966,SKU7,2,Home,34.97,29.25,58.5
2026-02-23 16:33:11.184966,SKU7,3,Home,34.97,29.25,87.75
2026-02-24 16:33:11.184966,SKU7,8,Home,34.97,29.25,234.0
2026-02-25 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-02-26 16:33:11.184966,SKU7,3,Home,34.97,29.25,87.75
2026-02-27 16:33:11.184966,SKU7,5,Home,34.97,29.25,146.25
2026-02-28 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-03-01 16:33:11.184966,SKU7,10,Home,34.97,29.25,292.5
2026-03-02 16:33:11.184966,SKU7,7,Home,34.97,29.25,204.75
2026-03-03 16:33:11.184966,SKU7,2,Home,34.97,29.25,58.5
2026-03-04 16:33:11.184966,SKU7,9,Home,34.97,29.25,263.25
2026-03-05 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-03-06 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-03-07 16:33:11.184966,SKU7,4,Home,34.97,29.25,117.0
2026-03-08 16:33:11.184966,SKU7,6,Home,34.97,29.25,175.5
2026-03-09 16:33:11.184966,SKU7,6,Home,34.97,29.25,175.5
2026-02-08 16:33:11.184966,SKU8,5,Home,31.61,118.04,590.2
2026-02-09 16:33:11.184966,SKU8,7,Home,31.61,118.04,826.2800000000001
2026-02-10 16:33:11.184966,SKU8,8,Home,31.61,118.04,944.32
2026-02-11 16:33:11.184966,SKU8,6,Home,31.61,118.04,708.24
2026-02-12 16:33:11.184966,SKU8,5,Home,31.61,118.04,590.2
2026-02-13 16:33:11.184966,SKU8,3,Home,31.61,118.04,354.12
2026-02-14 16:33:11.184966,SKU8,2,Home,31.61,118.04,236.08
2026-02-15 16:33:11.184966,SKU8,2,Home,31.61,118.04,236.08
2026-02-16 16:33:11.184966,SKU8,5,Home,31.61,118.04,590.2
2026-02-17 16:33:11.184966,SKU8,6,Home,31.61,118.04,708.24
2026-02-18 16:33:11.184966,SKU8,5,Home,31.61,118.04,590.2
2026-02-19 16:33:11.184966,SKU8,6,Home,31.61,118.04,708.24
2026-02-20 16:33:11.184966,SKU8,6,Home,31.61,118.04,708.24
2026-02-21 16:33:11.184966,SKU8,6,Home,31.61,118.04,708.24
2026-02-22 16:33:11.184966,SKU8,1,Home,31.61,118.04,118.04
2026-02-23 16:33:11.184966,SKU8,5,Home,31.61,118.04,590.2
2026-02-24 16:33:11.184966,SKU8,5,Home,31.61,118.04,590.2
2026-02-25 16:33:11.184966,SKU8,9,Home,31.61,118.04,1062.3600000000001
2026-02-26 16:33:11.184966,SKU8,7,Home,31.61,118.04,826.2800000000001
2026-02-27 16:33:11.184966,SKU8,7,Home,31.61,118.04,826.2800000000001
2026-02-28 16:33:11.184966,SKU8,6,Home,31.61,118.04,708.24
2026-03-01 16:33:11.184966,SKU8,3,Home,31.61,118.04,354.12
2026-03-02 16:33:11.184966,SKU8,7,Home,31.61,118.04,826.2800000000001
2026-03-03 16:33:11.184966,SKU8,4,Home,31.61,118.04,472.16
2026-03-04 16:33:11.184966,SKU8,7,Home,31.61,118.04,826.2800000000001
2026-03-05 16:33:11.184966,SKU8,3,Home,31.61,118.04,354.12
2026-03-06 16:33:11.184966,SKU8,3,Home,31.61,118.04,354.12
2026-03-07 16:33:11.184966,SKU8,6,Home,31.61,118.04,708.24
2026-03-08 16:33:11.184966,SKU8,3,Home,31.61,118.04,354.12
2026-03-09 16:33:11.184966,SKU8,3,Home,31.61,118.04,354.12
2026-02-08 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-02-09 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-02-10 16:33:11.184966,SKU9,5,Home,17.36,66.83,334.15
2026-02-11 16:33:11.184966,SKU9,5,Home,17.36,66.83,334.15
2026-02-12 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-02-13 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-02-14 16:33:11.184966,SKU9,5,Home,17.36,66.83,334.15
2026-02-15 16:33:11.184966,SKU9,2,Home,17.36,66.83,133.66
2026-02-16 16:33:11.184966,SKU9,2,Home,17.36,66.83,133.66
2026-02-17 16:33:11.184966,SKU9,6,Home,17.36,66.83,400.98
2026-02-18 16:33:11.184966,SKU9,3,Home,17.36,66.83,200.49
2026-02-19 16:33:11.184966,SKU9,5,Home,17.36,66.83,334.15
2026-02-20 16:33:11.184966,SKU9,7,Home,17.36,66.83,467.81
2026-02-21 16:33:11.184966,SKU9,8,Home,17.36,66.83,534.64
2026-02-22 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-02-23 16:33:11.184966,SKU9,9,Home,17.36,66.83,601.47
2026-02-24 16:33:11.184966,SKU9,9,Home,17.36,66.83,601.47
2026-02-25 16:33:11.184966,SKU9,2,Home,17.36,66.83,133.66
2026-02-26 16:33:11.184966,SKU9,3,Home,17.36,66.83,200.49
2026-02-27 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-02-28 16:33:11.184966,SKU9,6,Home,17.36,66.83,400.98
2026-03-01 16:33:11.184966,SKU9,8,Home,17.36,66.83,534.64
2026-03-02 16:33:11.184966,SKU9,8,Home,17.36,66.83,534.64
2026-03-03 16:33:11.184966,SKU9,3,Home,17.36,66.83,200.49
2026-03-04 16:33:11.184966,SKU9,3,Home,17.36,66.83,200.49
2026-03-05 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-03-06 16:33:11.184966,SKU9,5,Home,17.36,66.83,334.15
2026-03-07 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-03-08 16:33:11.184966,SKU9,4,Home,17.36,66.83,267.32
2026-03-09 16:33:11.184966,SKU9,9,Home,17.36,66.83,601.47
2026-02-08 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-02-09 16:33:11.184966,SKU10,5,Beauty,30.26,38.69,193.45
2026-02-10 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-02-11 16:33:11.184966,SKU10,2,Beauty,30.26,38.69,77.38
2026-02-12 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-02-13 16:33:11.184966,SKU10,5,Beauty,30.26,38.69,193.45
2026-02-14 16:33:11.184966,SKU10,3,Beauty,30.26,38.69,116.07
2026-02-15 16:33:11.184966,SKU10,3,Beauty,30.26,38.69,116.07
2026-02-16 16:33:11.184966,SKU10,3,Beauty,30.26,38.69,116.07
2026-02-17 16:33:11.184966,SKU10,5,Beauty,30.26,38.69,193.45
2026-02-18 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-02-19 16:33:11.184966,SKU10,3,Beauty,30.26,38.69,116.07
2026-02-20 16:33:11.184966,SKU10,5,Beauty,30.26,38.69,193.45
2026-02-21 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-02-22 16:33:11.184966,SKU10,9,Beauty,30.26,38.69,348.21
2026-02-23 16:33:11.184966,SKU10,7,Beauty,30.26,38.69,270.83
2026-02-24 16:33:11.184966,SKU10,5,Beauty,30.26,38.69,193.45
2026-02-25 16:33:11.184966,SKU10,5,Beauty,30.26,38.69,193.45
2026-02-26 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-02-27 16:33:11.184966,SKU10,6,Beauty,30.26,38.69,232.14
2026-02-28 16:33:11.184966,SKU10,7,Beauty,30.26,38.69,270.83
2026-03-01 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-03-02 16:33:11.184966,SKU10,3,Beauty,30.26,38.69,116.07
2026-03-03 16:33:11.184966,SKU10,3,Beauty,30.26,38.69,116.07
2026-03-04 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-03-05 16:33:11.184966,SKU10,6,Beauty,30.26,38.69,232.14
2026-03-06 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-03-07 16:33:11.184966,SKU10,1,Beauty,30.26,38.69,38.69
2026-03-08 16:33:11.184966,SKU10,5,Beauty,30.26,38.69,193.45
2026-03-09 16:33:11.184966,SKU10,4,Beauty,30.26,38.69,154.76
2026-02-08 16:33:11.184966,SKU11,2,Sports,22.23,119.59,239.18
2026-02-09 16:33:11.184966,SKU11,7,Sports,22.23,119.59,837.13
2026-02-10 16:33:11.184966,SKU11,6,Sports,22.23,119.59,717.54
2026-02-11 16:33:11.184966,SKU11,5,Sports,22.23,119.59,597.95
2026-02-12 16:33:11.184966,SKU11,8,Sports,22.23,119.59,956.72
2026-02-13 16:33:11.184966,SKU11,6,Sports,22.23,119.59,717.54
2026-02-14 16:33:11.184966,SKU11,1,Sports,22.23,119.59,119.59
2026-02-15 16:33:11.184966,SKU11,4,Sports,22.23,119.59,478.36
2026-02-16 16:33:11.184966,SKU11,2,Sports,22.23,119.59,239.18
2026-02-17 16:33:11.184966,SKU11,5,Sports,22.23,119.59,597.95
2026-02-18 16:33:11.184966,SKU11,2,Sports,22.23,119.59,239.18
2026-02-19 16:33:11.184966,SKU11,5,Sports,22.23,119.59,597.95
2026-02-20 16:33:11.184966,SKU11,8,Sports,22.23,119.59,956.72
2026-02-21 16:33:11.184966,SKU11,10,Sports,22.23,119.59,1195.9
2026-02-22 16:33:11.184966,SKU11,6,Sports,22.23,119.59,717.54
2026-02-23 16:33:11.184966,SKU11,6,Sports,22.23,119.59,717.54
2026-02-24 16:33:11.184966,SKU11,10,Sports,22.23,119.59,1195.9
2026-02-25 16:33:11.184966,SKU11,6,Sports,22.23,119.59,717.54
2026-02-26 16:33:11.184966,SKU11,7,Sports,22.23,119.59,837.13
2026-02-27 16:33:11.184966,SKU11,4,Sports,22.23,119.59,478.36
2026-02-28 16:33:11.184966,SKU11,8,Sports,22.23,119.59,956.72
2026-03-01 16:33:11.184966,SKU11,3,Sports,22.23,119.59,358.77
2026-03-02 16:33:11.184966,SKU11,9,Sports,22.23,119.59,1076.31
2026-03-03 16:33:11.184966,SKU11,3,Sports,22.23,119.59,358.77
2026-03-04 16:33:11.184966,SKU11,4,Sports,22.23,119.59,478.36
2026-03-05 16:33:11.184966,SKU11,9,Sports,22.23,119.59,1076.31
2026-03-06 16:33:11.184966,SKU11,5,Sports,22.23,119.59,597.95
2026-03-07 16:33:11.184966,SKU11,3,Sports,22.23,119.59,358.77
2026-03-08 16:33:11.184966,SKU11,8,Sports,22.23,119.59,956.72
2026-03-09 16:33:11.184966,SKU11,7,Sports,22.23,119.59,837.13
2026-02-08 16:33:11.184966,SKU12,2,Home,48.73,116.2,232.4
2026-02-09 16:33:11.184966,SKU12,2,Home,48.73,116.2,232.4
2026-02-10 16:33:11.184966,SKU12,10,Home,48.73,116.2,1162.0
2026-02-11 16:33:11.184966,SKU12,9,Home,48.73,116.2,1045.8
2026-02-12 16:33:11.184966,SKU12,4,Home,48.73,116.2,464.8
2026-02-13 16:33:11.184966,SKU12,6,Home,48.73,116.2,697.2
2026-02-14 16:33:11.184966,SKU12,8,Home,48.73,116.2,929.6
2026-02-15 16:33:11.184966,SKU12,6,Home,48.73,116.2,697.2
2026-02-16 16:33:11.184966,SKU12,5,Home,48.73,116.2,581.0
2026-02-17 16:33:11.184966,SKU12,5,Home,48.73,116.2,581.0
2026-02-18 16:33:11.184966,SKU12,9,Home,48.73,116.2,1045.8
2026-02-19 16:33:11.184966,SKU12,3,Home,48.73,116.2,348.6
2026-02-20 16:33:11.184966,SKU12,4,Home,48.73,116.2,464.8
2026-02-21 16:33:11.184966,SKU12,4,Home,48.73,116.2,464.8
2026-02-22 16:33:11.184966,SKU12,10,Home,48.73,116.2,1162.0
2026-02-23 16:33:11.184966,SKU12,7,Home,48.73,116.2,813.4
2026-02-24 16:33:11.184966,SKU12,9,Home,48.73,116.2,1045.8
2026-02-25 16:33:11.184966,SKU12,6,Home,48.73,116.2,697.2
2026-02-26 16:33:11.184966,SKU12,4,Home,48.73,116.2,464.8
2026-02-27 16:33:11.184966,SKU12,5,Home,48.73,116.2,581.0
2026-02-28 16:33:11.184966,SKU12,4,Home,48.73,116.2,464.8
2026-03-01 16:33:11.184966,SKU12,7,Home,48.73,116.2,813.4
2026-03-02 16:33:11.184966,SKU12,5,Home,48.73,116.2,581.0
2026-03-03 16:33:11.184966,SKU12,4,Home,48.73,116.2,464.8
2026-03-04 16:33:11.184966,SKU12,11,Home,48.73,116.2,1278.2
